# Source Data for Fig. 7a: independent leakage model, k1 = k2 = k = 1
# Recomputed from the closed forms in the paper, not from the co-author's code.
# Input state alpha = sqrt(0.6), beta = sqrt(0.4).
time,gamma,expected_holevo_bits,eve_fidelity
1.420,0.0,0.2513219023,0.8956202383
1.430,0.0,0.2488513782,0.8967105760
1.440,0.0,0.2464048388,0.8977890401
1.450,0.0,0.2439820573,0.8988557690
1.460,0.0,0.2415828089,0.8999108995
1.470,0.0,0.2392068708,0.9009545663
1.480,0.0,0.2368540221,0.9019869027
1.490,0.0,0.2345240442,0.9030080401
1.500,0.0,0.2322167200,0.9040181083
1.510,0.0,0.2299318347,0.9050172354
1.520,0.0,0.2276691753,0.9060055481
1.530,0.0,0.2254285308,0.9069831710
1.540,0.0,0.2232096919,0.9079502276
1.550,0.0,0.2210124514,0.9089068396
1.560,0.0,0.2188366039,0.9098531273
1.570,0.0,0.2166819457,0.9107892092
1.580,0.0,0.2145482753,0.9117152026
1.590,0.0,0.2124353926,0.9126312232
1.600,0.0,0.2103430997,0.9135373853
1.610,0.0,0.2082712002,0.9144338016
1.620,0.0,0.2062194996,0.9153205837
1.630,0.0,0.2041878053,0.9161978415
1.640,0.0,0.2021759262,0.9170656836
1.650,0.0,0.2001836731,0.9179242174
1.660,0.0,0.1982108585,0.9187735488
1.670,0.0,0.1962572965,0.9196137824
1.680,0.0,0.1943228032,0.9204450216
1.690,0.0,0.1924071961,0.9212673683
1.700,0.0,0.1905102943,0.9220809235
1.710,0.0,0.1886319190,0.9228857866
1.720,0.0,0.1867718925,0.9236820560
1.730,0.0,0.1849300391,0.9244698287
1.740,0.0,0.1831061845,0.9252492006
1.750,0.0,0.1813001563,0.9260202665
1.760,0.0,0.1795117833,0.9267831199
1.770,0.0,0.1777408962,0.9275378533
1.780,0.0,0.1759873270,0.9282845579
1.790,0.0,0.1742509094,0.9290233238
1.800,0.0,0.1725314787,0.9297542402
1.810,0.0,0.1708288716,0.9304773951
1.820,0.0,0.1691429263,0.9311928753
1.830,0.0,0.1674734826,0.9319007667
1.840,0.0,0.1658203817,0.9326011541
1.850,0.0,0.1641834663,0.9332941212
