# Source Data for Fig. 7d: correlated leakage model, gamma = 0.5, k = 1
# Recomputed from the closed forms in the paper, not from the co-author's code.
# Input state alpha = sqrt(0.6), beta = sqrt(0.4).
time,mu,expected_holevo_bits,eve_fidelity
2.380,0.6,0.0745325621,0.9265380880
2.390,0.6,0.0738037213,0.9268802659
2.400,0.6,0.0730819550,0.9272186698
2.410,0.6,0.0723671953,0.9275533423
2.420,0.6,0.0716593750,0.9278843256
2.430,0.6,0.0709584274,0.9282116616
2.440,0.6,0.0702642865,0.9285353912
2.450,0.6,0.0695768868,0.9288555554
2.460,0.6,0.0688961636,0.9291721943
2.470,0.6,0.0682220528,0.9294853479
2.480,0.6,0.0675544908,0.9297950553
2.490,0.6,0.0668934145,0.9301013554
2.500,0.6,0.0662387618,0.9304042868
2.510,0.6,0.0655904708,0.9307038874
2.520,0.6,0.0649484802,0.9310001947
2.530,0.6,0.0643127296,0.9312932459
2.540,0.6,0.0636831589,0.9315830776
2.550,0.6,0.0630597086,0.9318697260
2.560,0.6,0.0624423198,0.9321532271
2.570,0.6,0.0618309342,0.9324336162
2.580,0.6,0.0612254940,0.9327109283
2.590,0.6,0.0606259419,0.9329851981
2.600,0.6,0.0600322213,0.9332564598
2.610,0.6,0.0594442760,0.9335247471
2.620,0.6,0.0588620504,0.9337900935
2.630,0.6,0.0582854894,0.9340525320
2.640,0.6,0.0577145383,0.9343120954
2.650,0.6,0.0571491432,0.9345688157
2.660,0.6,0.0565892506,0.9348227251
2.670,0.6,0.0560348072,0.9350738549
2.680,0.6,0.0554857607,0.9353222365
2.690,0.6,0.0549420591,0.9355679005
2.700,0.6,0.0544036507,0.9358108774
2.710,0.6,0.0538704845,0.9360511975
2.720,0.6,0.0533425099,0.9362888903
2.730,0.6,0.0528196770,0.9365239855
2.740,0.6,0.0523019360,0.9367565119
2.750,0.6,0.0517892379,0.9369864984
2.760,0.6,0.0512815339,0.9372139734
2.770,0.6,0.0507787759,0.9374389650
2.780,0.6,0.0502809162,0.9376615010
2.790,0.6,0.0497879074,0.9378816088
2.800,0.6,0.0492997027,0.9380993155
2.810,0.6,0.0488162557,0.9383146480
2.820,0.6,0.0483375204,0.9385276327
2.830,0.6,0.0478634515,0.9387382960
2.840,0.6,0.0473940037,0.9389466637
2.850,0.6,0.0469291324,0.9391527613
2.860,0.6,0.0464687934,0.9393566144
2.870,0.6,0.0460129430,0.9395582478
2.880,0.6,0.0455615376,0.9397576863
2.890,0.6,0.0451145344,0.9399549544
2.900,0.6,0.0446718908,0.9401500762
2.910,0.6,0.0442335646,0.9403430757
2.920,0.6,0.0437995142,0.9405339766
2.930,0.6,0.0433696980,0.9407228020
2.940,0.6,0.0429440753,0.9409095753
2.950,0.6,0.0425226053,0.9410943191
2.960,0.6,0.0421052480,0.9412770560
2.970,0.6,0.0416919635,0.9414578085
2.980,0.6,0.0412827125,0.9416365984
2.990,0.6,0.0408774558,0.9418134477
3.000,0.6,0.0404761549,0.9419883779
3.010,0.6,0.0400787714,0.9421614102
3.020,0.6,0.0396852673,0.9423325659
3.030,0.6,0.0392956053,0.9425018656
3.040,0.6,0.0389097479,0.9426693301
3.050,0.6,0.0385276585,0.9428349795
3.060,0.6,0.0381493004,0.9429988342
3.070,0.6,0.0377746375,0.9431609139
3.080,0.6,0.0374036341,0.9433212384
3.090,0.6,0.0370362547,0.9434798271
3.100,0.6,0.0366724641,0.9436366991
3.110,0.6,0.0363122276,0.9437918736
3.120,0.6,0.0359555107,0.9439453693
3.130,0.6,0.0356022793,0.9440972048
3.140,0.6,0.0352524996,0.9442473985
3.150,0.6,0.0349061381,0.9443959684
3.160,0.6,0.0345631618,0.9445429327
3.170,0.6,0.0342235377,0.9446883089
3.180,0.6,0.0338872333,0.9448321147
3.190,0.6,0.0335542165,0.9449743675
3.200,0.6,0.0332244553,0.9451150842
3.210,0.6,0.0328979182,0.9452542821
3.220,0.6,0.0325745738,0.9453919777
3.230,0.6,0.0322543912,0.9455281876
3.240,0.6,0.0319373398,0.9456629284
3.250,0.6,0.0316233890,0.9457962161
3.260,0.6,0.0313125088,0.9459280667
3.270,0.6,0.0310046694,0.9460584962
3.280,0.6,0.0306998413,0.9461875202
3.290,0.6,0.0303979952,0.9463151541
3.300,0.6,0.0300991022,0.9464414133
3.310,0.6,0.0298031335,0.9465663129
3.320,0.6,0.0295100608,0.9466898678
3.330,0.6,0.0292198559,0.9468120929
3.340,0.6,0.0289324910,0.9469330028
3.350,0.6,0.0286479385,0.9470526120
3.360,0.6,0.0283661710,0.9471709347
3.370,0.6,0.0280871615,0.9472879851
3.380,0.6,0.0278108832,0.9474037772
3.390,0.6,0.0275373094,0.9475183248
3.400,0.6,0.0272664140,0.9476316416
3.410,0.6,0.0269981709,0.9477437410
3.420,0.6,0.0267325543,0.9478546364
3.430,0.6,0.0264695386,0.9479643412
3.440,0.6,0.0262090986,0.9480728682
3.450,0.6,0.0259512091,0.9481802304
3.460,0.6,0.0256958455,0.9482864407
3.470,0.6,0.0254429831,0.9483915115
3.480,0.6,0.0251925975,0.9484954555
3.490,0.6,0.0249446648,0.9485982849
3.500,0.6,0.0246991609,0.9487000120
3.510,0.6,0.0244560623,0.9488006488
3.520,0.6,0.0242153456,0.9489002073
3.530,0.6,0.0239769876,0.9489986992
3.540,0.6,0.0237409652,0.9490961363
3.550,0.6,0.0235072559,0.9491925300
3.560,0.6,0.0232758370,0.9492878919
3.570,0.6,0.0230466862,0.9493822330
3.580,0.6,0.0228197815,0.9494755647
3.590,0.6,0.0225951010,0.9495678979
3.600,0.6,0.0223726230,0.9496592435
3.610,0.6,0.0221523260,0.9497496124
3.620,0.6,0.0219341889,0.9498390152
3.630,0.6,0.0217181906,0.9499274623
3.640,0.6,0.0215043102,0.9500149644
3.650,0.6,0.0212925270,0.9501015316
3.660,0.6,0.0210828208,0.9501871742
3.670,0.6,0.0208751711,0.9502719022
3.680,0.6,0.0206695580,0.9503557256
3.690,0.6,0.0204659617,0.9504386543
3.700,0.6,0.0202643623,0.9505206979
3.710,0.6,0.0200647406,0.9506018663
3.720,0.6,0.0198670771,0.9506821688
3.730,0.6,0.0196713529,0.9507616149
3.740,0.6,0.0194775489,0.9508402139
3.750,0.6,0.0192856465,0.9509179751
3.760,0.6,0.0190956271,0.9509949075
3.770,0.6,0.0189074724,0.9510710202
3.780,0.6,0.0187211641,0.9511463220
3.790,0.6,0.0185366843,0.9512208219
3.800,0.6,0.0183540150,0.9512945284
3.810,0.6,0.0181731387,0.9513674502
3.820,0.6,0.0179940378,0.9514395959
3.830,0.6,0.0178166950,0.9515109738
3.840,0.6,0.0176410931,0.9515815923
3.850,0.6,0.0174672152,0.9516514597
3.860,0.6,0.0172950445,0.9517205840
3.870,0.6,0.0171245641,0.9517889733
3.880,0.6,0.0169557578,0.9518566357
3.890,0.6,0.0167886090,0.9519235790
3.900,0.6,0.0166231016,0.9519898109
3.910,0.6,0.0164592197,0.9520553392
3.920,0.6,0.0162969472,0.9521201716
3.930,0.6,0.0161362686,0.9521843155
3.940,0.6,0.0159771681,0.9522477783
3.950,0.6,0.0158196305,0.9523105676
3.960,0.6,0.0156636404,0.9523726905
3.970,0.6,0.0155091827,0.9524341542
3.980,0.6,0.0153562424,0.9524949660
3.990,0.6,0.0152048048,0.9525551328
4.000,0.6,0.0150548551,0.9526146616
4.010,0.6,0.0149063788,0.9526735593
4.020,0.6,0.0147593615,0.9527318328
4.030,0.6,0.0146137889,0.9527894887
4.040,0.6,0.0144696469,0.9528465338
4.050,0.6,0.0143269215,0.9529029746
4.060,0.6,0.0141855988,0.9529588177
4.070,0.6,0.0140456653,0.9530140694
4.080,0.6,0.0139071071,0.9530687363
4.090,0.6,0.0137699110,0.9531228245
4.100,0.6,0.0136340636,0.9531763404
4.110,0.6,0.0134995517,0.9532292901
4.120,0.6,0.0133663622,0.9532816797
4.130,0.6,0.0132344823,0.9533335152
4.140,0.6,0.0131038990,0.9533848026
4.150,0.6,0.0129745997,0.9534355479
4.160,0.6,0.0128465719,0.9534857568
4.170,0.6,0.0127198030,0.9535354351
4.180,0.6,0.0125942809,0.9535845886
4.190,0.6,0.0124699932,0.9536332228
4.200,0.6,0.0123469279,0.9536813435
4.210,0.6,0.0122250731,0.9537289560
4.220,0.6,0.0121044168,0.9537760658
4.230,0.6,0.0119849474,0.9538226784
4.240,0.6,0.0118666533,0.9538687992
4.250,0.6,0.0117495228,0.9539144333
4.260,0.6,0.0116335447,0.9539595860
4.270,0.6,0.0115187077,0.9540042625
4.280,0.6,0.0114050005,0.9540484679
4.290,0.6,0.0112924121,0.9540922072
4.300,0.6,0.0111809316,0.9541354855
4.310,0.6,0.0110705481,0.9541783077
4.320,0.6,0.0109612508,0.9542206787
4.330,0.6,0.0108530292,0.9542626034
4.340,0.6,0.0107458726,0.9543040864
4.350,0.6,0.0106397707,0.9543451326
4.360,0.6,0.0105347131,0.9543857466
4.370,0.6,0.0104306896,0.9544259331
4.380,0.6,0.0103276900,0.9544656967
4.390,0.6,0.0102257044,0.9545050418
4.400,0.6,0.0101247227,0.9545439729
4.410,0.6,0.0100247352,0.9545824946
4.420,0.6,0.0099257320,0.9546206111
4.430,0.6,0.0098277036,0.9546583268
4.440,0.6,0.0097306404,0.9546956460
4.450,0.6,0.0096345329,0.9547325729
4.460,0.6,0.0095393718,0.9547691118
4.470,0.6,0.0094451478,0.9548052667
4.480,0.6,0.0093518516,0.9548410418
4.490,0.6,0.0092594743,0.9548764412
4.500,0.6,0.0091680067,0.9549114687
4.510,0.6,0.0090774400,0.9549461285
4.520,0.6,0.0089877653,0.9549804245
4.530,0.6,0.0088989739,0.9550143604
4.540,0.6,0.0088110571,0.9550479403
4.550,0.6,0.0087240064,0.9550811678
4.560,0.6,0.0086378132,0.9551140467
4.570,0.6,0.0085524691,0.9551465808
4.580,0.6,0.0084679658,0.9551787738
4.590,0.6,0.0083842951,0.9552106291
4.600,0.6,0.0083014487,0.9552421506
4.610,0.6,0.0082194186,0.9552733416
4.620,0.6,0.0081381968,0.9553042058
4.630,0.6,0.0080577754,0.9553347467
4.640,0.6,0.0079781464,0.9553649675
4.650,0.6,0.0078993022,0.9553948719
4.660,0.6,0.0078212349,0.9554244631
4.670,0.6,0.0077439371,0.9554537445
4.680,0.6,0.0076674011,0.9554827193
4.690,0.6,0.0075916194,0.9555113909
4.700,0.6,0.0075165847,0.9555397624
4.710,0.6,0.0074422896,0.9555678371
4.720,0.6,0.0073687268,0.9555956181
4.730,0.6,0.0072958892,0.9556231085
4.740,0.6,0.0072237697,0.9556503114
4.750,0.6,0.0071523611,0.9556772299
4.760,0.6,0.0070816565,0.9557038670
4.770,0.6,0.0070116490,0.9557302257
4.780,0.6,0.0069423318,0.9557563089
4.790,0.6,0.0068736980,0.9557821196
4.800,0.6,0.0068057410,0.9558076606
4.810,0.6,0.0067384541,0.9558329348
4.820,0.6,0.0066718307,0.9558579451
4.830,0.6,0.0066058643,0.9558826942
4.840,0.6,0.0065405485,0.9559071849
4.850,0.6,0.0064758768,0.9559314200
4.860,0.6,0.0064118429,0.9559554021
4.870,0.6,0.0063484406,0.9559791340
4.880,0.6,0.0062856636,0.9560026183
4.890,0.6,0.0062235059,0.9560258576
4.900,0.6,0.0061619612,0.9560488545
4.910,0.6,0.0061010237,0.9560716116
4.920,0.6,0.0060406873,0.9560941314
4.930,0.6,0.0059809461,0.9561164164
4.940,0.6,0.0059217942,0.9561384692
4.950,0.6,0.0058632259,0.9561602921
4.960,0.6,0.0058052355,0.9561818876
4.970,0.6,0.0057478172,0.9562032582
4.980,0.6,0.0056909655,0.9562244061
4.990,0.6,0.0056346747,0.9562453338
5.000,0.6,0.0055789393,0.9562660435
0.000,0.9,0.7497750884,0.5000000000
0.010,0.9,0.7424042114,0.5047459263
0.020,0.9,0.7351056967,0.5094425931
0.030,0.9,0.7278788349,0.5140905126
0.040,0.9,0.7207229237,0.5186901921
0.050,0.9,0.7136372676,0.5232421333
0.060,0.9,0.7066211778,0.5277468328
0.070,0.9,0.6996739726,0.5322047819
0.080,0.9,0.6927949764,0.5366164669
0.090,0.9,0.6859835208,0.5409823691
0.100,0.9,0.6792389436,0.5453029645
0.110,0.9,0.6725605892,0.5495787244
0.120,0.9,0.6659478082,0.5538101152
0.130,0.9,0.6593999580,0.5579975982
0.140,0.9,0.6529164018,0.5621416301
0.150,0.9,0.6464965093,0.5662426627
0.160,0.9,0.6401396563,0.5703011433
0.170,0.9,0.6338452249,0.5743175143
0.180,0.9,0.6276126029,0.5782922136
0.190,0.9,0.6214411843,0.5822256745
0.200,0.9,0.6153303691,0.5861183259
0.210,0.9,0.6092795629,0.5899705921
0.220,0.9,0.6032881774,0.5937828930
0.230,0.9,0.5973556300,0.5975556441
0.240,0.9,0.5914813437,0.6012892567
0.250,0.9,0.5856647472,0.6049841377
0.260,0.9,0.5799052747,0.6086406898
0.270,0.9,0.5742023662,0.6122593115
0.280,0.9,0.5685554669,0.6158403970
0.290,0.9,0.5629640277,0.6193843368
0.300,0.9,0.5574275045,0.6228915168
0.310,0.9,0.5519453589,0.6263623192
0.320,0.9,0.5465170576,0.6297971223
0.330,0.9,0.5411420725,0.6331963002
0.340,0.9,0.5358198807,0.6365602233
0.350,0.9,0.5305499645,0.6398892580
0.360,0.9,0.5253318112,0.6431837669
0.370,0.9,0.5201649130,0.6464441089
0.380,0.9,0.5150487673,0.6496706392
0.390,0.9,0.5099828764,0.6528637092
0.400,0.9,0.5049667472,0.6560236666
0.410,0.9,0.4999998917,0.6591508556
0.420,0.9,0.4950818266,0.6622456167
0.430,0.9,0.4902120733,0.6653082871
0.440,0.9,0.4853901579,0.6683392000
0.450,0.9,0.4806156112,0.6713386857
0.460,0.9,0.4758879686,0.6743070707
0.470,0.9,0.4712067698,0.6772446782
0.480,0.9,0.4665715595,0.6801518279
0.490,0.9,0.4619818863,0.6830288365
0.500,0.9,0.4574373036,0.6858760170
0.510,0.9,0.4529373690,0.6886936795
0.520,0.9,0.4484816446,0.6914821306
0.530,0.9,0.4440696967,0.6942416739
0.540,0.9,0.4397010956,0.6969726097
0.550,0.9,0.4353754163,0.6996752352
0.560,0.9,0.4310922375,0.7023498445
0.570,0.9,0.4268511424,0.7049967288
0.580,0.9,0.4226517180,0.7076161760
0.590,0.9,0.4184935555,0.7102084713
0.600,0.9,0.4143762500,0.7127738966
0.610,0.9,0.4102994007,0.7153127311
0.620,0.9,0.4062626106,0.7178252511
0.630,0.9,0.4022654867,0.7203117298
0.640,0.9,0.3983076397,0.7227724379
0.650,0.9,0.3943886843,0.7252076429
0.660,0.9,0.3905082388,0.7276176098
0.670,0.9,0.3866659254,0.7300026007
0.680,0.9,0.3828613699,0.7323628750
0.690,0.9,0.3790942017,0.7346986896
0.700,0.9,0.3753640540,0.7370102983
0.710,0.9,0.3716705634,0.7392979526
0.720,0.9,0.3680133704,0.7415619012
0.730,0.9,0.3643921186,0.7438023905
0.740,0.9,0.3608064553,0.7460196639
0.750,0.9,0.3572560313,0.7482139627
0.760,0.9,0.3537405007,0.7503855253
0.770,0.9,0.3502595211,0.7525345879
0.780,0.9,0.3468127534,0.7546613841
0.790,0.9,0.3433998619,0.7567661451
0.800,0.9,0.3400205140,0.7588490998
0.810,0.9,0.3366743805,0.7609104746
0.820,0.9,0.3333611354,0.7629504934
0.830,0.9,0.3300804559,0.7649693782
0.840,0.9,0.3268320225,0.7669673482
0.850,0.9,0.3236155185,0.7689446207
0.860,0.9,0.3204306306,0.7709014106
0.870,0.9,0.3172770484,0.7728379304
0.880,0.9,0.3141544646,0.7747543906
0.890,0.9,0.3110625751,0.7766509995
0.900,0.9,0.3080010784,0.7785279632
0.910,0.9,0.3049696762,0.7803854855
0.920,0.9,0.3019680731,0.7822237683
0.930,0.9,0.2989959767,0.7840430114
0.940,0.9,0.2960530971,0.7858434123
0.950,0.9,0.2931391476,0.7876251667
0.960,0.9,0.2902538442,0.7893884680
0.970,0.9,0.2873969057,0.7911335079
0.980,0.9,0.2845680536,0.7928604758
0.990,0.9,0.2817670121,0.7945695593
1.000,0.9,0.2789935083,0.7962609441
1.010,0.9,0.2762472718,0.7979348139
1.020,0.9,0.2735280348,0.7995913503
1.030,0.9,0.2708355322,0.8012307333
1.040,0.9,0.2681695017,0.8028531410
1.050,0.9,0.2655296832,0.8044587495
1.060,0.9,0.2629158195,0.8060477330
1.070,0.9,0.2603276556,0.8076202642
1.080,0.9,0.2577649393,0.8091765137
1.090,0.9,0.2552274206,0.8107166505
1.100,0.9,0.2527148521,0.8122408419
1.110,0.9,0.2502269889,0.8137492531
1.120,0.9,0.2477635884,0.8152420481
1.130,0.9,0.2453244102,0.8167193887
1.140,0.9,0.2429092167,0.8181814355
1.150,0.9,0.2405177722,0.8196283469
1.160,0.9,0.2381498436,0.8210602801
1.170,0.9,0.2358051999,0.8224773904
1.180,0.9,0.2334836124,0.8238798317
1.190,0.9,0.2311848548,0.8252677561
1.200,0.9,0.2289087027,0.8266413142
1.210,0.9,0.2266549343,0.8280006550
1.220,0.9,0.2244233297,0.8293459261
1.230,0.9,0.2222136712,0.8306772733
1.240,0.9,0.2200257433,0.8319948411
1.250,0.9,0.2178593325,0.8332987725
1.260,0.9,0.2157142275,0.8345892088
1.270,0.9,0.2135902191,0.8358662901
1.280,0.9,0.2114871001,0.8371301549
1.290,0.9,0.2094046653,0.8383809402
1.300,0.9,0.2073427115,0.8396187817
1.310,0.9,0.2053010375,0.8408438136
1.320,0.9,0.2032794442,0.8420561689
1.330,0.9,0.2012777344,0.8432559789
1.340,0.9,0.1992957126,0.8444433737
1.350,0.9,0.1973331856,0.8456184822
1.360,0.9,0.1953899618,0.8467814317
1.370,0.9,0.1934658515,0.8479323484
1.380,0.9,0.1915606672,0.8490713569
1.390,0.9,0.1896742227,0.8501985808
1.400,0.9,0.1878063342,0.8513141422
1.410,0.9,0.1859568191,0.8524181621
1.420,0.9,0.1841254971,0.8535107602
1.430,0.9,0.1823121895,0.8545920549
1.440,0.9,0.1805167192,0.8556621633
1.450,0.9,0.1787389110,0.8567212015
1.460,0.9,0.1769785915,0.8577692843
1.470,0.9,0.1752355887,0.8588065251
1.480,0.9,0.1735097325,0.8598330365
1.490,0.9,0.1718008546,0.8608489296
1.500,0.9,0.1701087880,0.8618543145
1.510,0.9,0.1684333676,0.8628493002
1.520,0.9,0.1667744299,0.8638339944
1.530,0.9,0.1651318129,0.8648085039
1.540,0.9,0.1635053562,0.8657729341
1.550,0.9,0.1618949011,0.8667273897
1.560,0.9,0.1603002904,0.8676719739
1.570,0.9,0.1587213683,0.8686067891
1.580,0.9,0.1571579806,0.8695319366
1.590,0.9,0.1556099749,0.8704475165
1.600,0.9,0.1540771998,0.8713536280
1.610,0.9,0.1525595057,0.8722503692
1.620,0.9,0.1510567445,0.8731378373
1.630,0.9,0.1495687694,0.8740161283
1.640,0.9,0.1480954351,0.8748853374
1.650,0.9,0.1466365977,0.8757455587
1.660,0.9,0.1451921148,0.8765968853
1.670,0.9,0.1437618452,0.8774394094
1.680,0.9,0.1423456494,0.8782732221
1.690,0.9,0.1409433890,0.8790984139
1.700,0.9,0.1395549270,0.8799150739
1.710,0.9,0.1381801278,0.8807232906
1.720,0.9,0.1368188573,0.8815231515
1.730,0.9,0.1354709823,0.8823147432
1.740,0.9,0.1341363712,0.8830981513
1.750,0.9,0.1328148938,0.8838734606
1.760,0.9,0.1315064208,0.8846407551
1.770,0.9,0.1302108245,0.8854001178
1.780,0.9,0.1289279784,0.8861516307
1.790,0.9,0.1276577570,0.8868953754
1.800,0.9,0.1264000364,0.8876314321
1.810,0.9,0.1251546935,0.8883598807
1.820,0.9,0.1239216069,0.8890807998
1.830,0.9,0.1227006559,0.8897942676
1.840,0.9,0.1214917214,0.8905003611
1.850,0.9,0.1202946851,0.8911991567
1.860,0.9,0.1191094302,0.8918907301
1.870,0.9,0.1179358408,0.8925751561
1.880,0.9,0.1167738022,0.8932525086
1.890,0.9,0.1156232009,0.8939228610
1.900,0.9,0.1144839245,0.8945862858
1.910,0.9,0.1133558617,0.8952428546
1.920,0.9,0.1122389021,0.8958926385
1.930,0.9,0.1111329367,0.8965357078
1.940,0.9,0.1100378573,0.8971721321
1.950,0.9,0.1089535570,0.8978019800
1.960,0.9,0.1078799297,0.8984253197
1.970,0.9,0.1068168706,0.8990422187
1.980,0.9,0.1057642757,0.8996527436
1.990,0.9,0.1047220421,0.9002569604
2.000,0.9,0.1036900681,0.9008549344
2.010,0.9,0.1026682526,0.9014467303
2.020,0.9,0.1016564959,0.9020324121
2.030,0.9,0.1006546990,0.9026120430
2.040,0.9,0.0996627641,0.9031856857
2.050,0.9,0.0986805940,0.9037534022
2.060,0.9,0.0977080929,0.9043152538
2.070,0.9,0.0967451657,0.9048713013
2.080,0.9,0.0957917182,0.9054216048
2.090,0.9,0.0948476571,0.9059662237
2.100,0.9,0.0939128903,0.9065052169
2.110,0.9,0.0929873263,0.9070386426
2.120,0.9,0.0920708746,0.9075665585
2.130,0.9,0.0911634456,0.9080890215
2.140,0.9,0.0902649506,0.9086060882
2.150,0.9,0.0893753017,0.9091178143
2.160,0.9,0.0884944120,0.9096242552
2.170,0.9,0.0876221953,0.9101254656
2.180,0.9,0.0867585663,0.9106214996
2.190,0.9,0.0859034405,0.9111124107
2.200,0.9,0.0850567344,0.9115982521
2.210,0.9,0.0842183651,0.9120790761
2.220,0.9,0.0833882507,0.9125549348
2.230,0.9,0.0825663099,0.9130258794
2.240,0.9,0.0817524623,0.9134919609
2.250,0.9,0.0809466285,0.9139532296
2.260,0.9,0.0801487295,0.9144097352
2.270,0.9,0.0793586873,0.9148615271
2.280,0.9,0.0785764247,0.9153086540
2.290,0.9,0.0778018651,0.9157511643
2.300,0.9,0.0770349327,0.9161891056
2.310,0.9,0.0762755526,0.9166225253
2.320,0.9,0.0755236504,0.9170514702
2.330,0.9,0.0747791526,0.9174759865
2.340,0.9,0.0740419864,0.9178961201
2.350,0.9,0.0733120797,0.9183119163
2.360,0.9,0.0725893610,0.9187234200
2.370,0.9,0.0718737597,0.9191306755
2.380,0.9,0.0711652056,0.9195337270
2.390,0.9,0.0704636296,0.9199326178
2.400,0.9,0.0697689630,0.9203273909
2.410,0.9,0.0690811377,0.9207180891
2.420,0.9,0.0684000866,0.9211047544
2.430,0.9,0.0677257429,0.9214874285
2.440,0.9,0.0670580407,0.9218661528
2.450,0.9,0.0663969146,0.9222409681
2.460,0.9,0.0657423000,0.9226119148
2.470,0.9,0.0650941327,0.9229790329
2.480,0.9,0.0644523494,0.9233423621
2.490,0.9,0.0638168873,0.9237019416
2.500,0.9,0.0631876841,0.9240578100
2.510,0.9,0.0625646783,0.9244100059
2.520,0.9,0.0619478090,0.9247585671
2.530,0.9,0.0613370156,0.9251035313
2.540,0.9,0.0607322385,0.9254449357
2.550,0.9,0.0601334185,0.9257828170
2.560,0.9,0.0595404970,0.9261172118
2.570,0.9,0.0589534158,0.9264481561
2.580,0.9,0.0583721176,0.9267756855
2.590,0.9,0.0577965455,0.9270998353
2.600,0.9,0.0572266431,0.9274206406
2.610,0.9,0.0566623546,0.9277381359
2.620,0.9,0.0561036248,0.9280523554
2.630,0.9,0.0555503990,0.9283633330
2.640,0.9,0.0550026230,0.9286711022
2.650,0.9,0.0544602432,0.9289756962
2.660,0.9,0.0539232065,0.9292771479
2.670,0.9,0.0533914603,0.9295754896
2.680,0.9,0.0528649527,0.9298707535
2.690,0.9,0.0523436319,0.9301629716
2.700,0.9,0.0518274470,0.9304521752
2.710,0.9,0.0513163474,0.9307383955
2.720,0.9,0.0508102831,0.9310216634
2.730,0.9,0.0503092046,0.9313020094
2.740,0.9,0.0498130627,0.9315794636
2.750,0.9,0.0493218090,0.9318540560
2.760,0.9,0.0488353952,0.9321258162
2.770,0.9,0.0483537737,0.9323947735
2.780,0.9,0.0478768975,0.9326609567
2.790,0.9,0.0474047197,0.9329243947
2.800,0.9,0.0469371941,0.9331851156
2.810,0.9,0.0464742751,0.9334431477
2.820,0.9,0.0460159171,0.9336985188
2.830,0.9,0.0455620754,0.9339512563
2.840,0.9,0.0451127054,0.9342013874
2.850,0.9,0.0446677632,0.9344489391
2.860,0.9,0.0442272052,0.9346939380
2.870,0.9,0.0437909882,0.9349364106
2.880,0.9,0.0433590695,0.9351763828
2.890,0.9,0.0429314068,0.9354138807
2.900,0.9,0.0425079583,0.9356489296
2.910,0.9,0.0420886823,0.9358815551
2.920,0.9,0.0416735379,0.9361117819
2.930,0.9,0.0412624843,0.9363396351
2.940,0.9,0.0408554814,0.9365651390
2.950,0.9,0.0404524892,0.9367883180
2.960,0.9,0.0400534683,0.9370091961
2.970,0.9,0.0396583796,0.9372277970
2.980,0.9,0.0392671843,0.9374441443
2.990,0.9,0.0388798441,0.9376582613
3.000,0.9,0.0384963211,0.9378701710
3.010,0.9,0.0381165777,0.9380798962
3.020,0.9,0.0377405767,0.9382874594
3.030,0.9,0.0373682813,0.9384928831
3.040,0.9,0.0369996549,0.9386961892
3.050,0.9,0.0366346615,0.9388973998
3.060,0.9,0.0362732652,0.9390965364
3.070,0.9,0.0359154308,0.9392936204
3.080,0.9,0.0355611230,0.9394886731
3.090,0.9,0.0352103072,0.9396817155
3.100,0.9,0.0348629490,0.9398727682
3.110,0.9,0.0345190144,0.9400618519
3.120,0.9,0.0341784696,0.9402489869
3.130,0.9,0.0338412813,0.9404341932
3.140,0.9,0.0335074164,0.9406174909
3.150,0.9,0.0331768423,0.9407988997
3.160,0.9,0.0328495264,0.9409784390
3.170,0.9,0.0325254368,0.9411561282
3.180,0.9,0.0322045416,0.9413319863
3.190,0.9,0.0318868095,0.9415060323
3.200,0.9,0.0315722091,0.9416782849
3.210,0.9,0.0312607099,0.9418487625
3.220,0.9,0.0309522810,0.9420174836
3.230,0.9,0.0306468925,0.9421844663
3.240,0.9,0.0303445143,0.9423497285
3.250,0.9,0.0300451167,0.9425132880
3.260,0.9,0.0297486704,0.9426751623
3.270,0.9,0.0294551464,0.9428353689
3.280,0.9,0.0291645159,0.9429939250
3.290,0.9,0.0288767504,0.9431508476
3.300,0.9,0.0285918216,0.9433061536
3.310,0.9,0.0283097017,0.9434598596
3.320,0.9,0.0280303630,0.9436119823
3.330,0.9,0.0277537780,0.9437625378
3.340,0.9,0.0274799197,0.9439115425
3.350,0.9,0.0272087612,0.9440590123
3.360,0.9,0.0269402760,0.9442049631
3.370,0.9,0.0266744376,0.9443494106
3.380,0.9,0.0264112201,0.9444923701
3.390,0.9,0.0261505976,0.9446338573
3.400,0.9,0.0258925445,0.9447738871
3.410,0.9,0.0256370357,0.9449124747
3.420,0.9,0.0253840459,0.9450496349
3.430,0.9,0.0251335503,0.9451853825
3.440,0.9,0.0248855245,0.9453197321
3.450,0.9,0.0246399441,0.9454526981
3.460,0.9,0.0243967850,0.9455842947
3.470,0.9,0.0241560234,0.9457145362
3.480,0.9,0.0239176356,0.9458434364
3.490,0.9,0.0236815983,0.9459710092
3.500,0.9,0.0234478882,0.9460972684
3.510,0.9,0.0232164826,0.9462222274
3.520,0.9,0.0229873586,0.9463458997
3.530,0.9,0.0227604939,0.9464682986
3.540,0.9,0.0225358661,0.9465894372
3.550,0.9,0.0223134532,0.9467093286
3.560,0.9,0.0220932335,0.9468279855
3.570,0.9,0.0218751852,0.9469454207
3.580,0.9,0.0216592871,0.9470616468
3.590,0.9,0.0214455179,0.9471766764
3.600,0.9,0.0212338566,0.9472905217
3.610,0.9,0.0210242825,0.9474031950
3.620,0.9,0.0208167751,0.9475147083
3.630,0.9,0.0206113139,0.9476250736
3.640,0.9,0.0204078789,0.9477343028
3.650,0.9,0.0202064500,0.9478424076
3.660,0.9,0.0200070075,0.9479493995
3.670,0.9,0.0198095318,0.9480552902
