# Source Data for Fig. 7c: burst leakage model, k1 = k2 = k = 1
# Recomputed from the closed forms in the paper, not from the co-author's code.
# Input state alpha = sqrt(0.6), beta = sqrt(0.4).
time,gamma,expected_holevo_bits,eve_fidelity
0.660,0.0,0.5168513345,0.7415743328
0.670,0.0,0.5117085778,0.7441457111
0.680,0.0,0.5066169924,0.7466915038
0.690,0.0,0.5015760691,0.7492119655
0.700,0.0,0.4965853038,0.7517073481
0.710,0.0,0.4916441975,0.7541779013
0.720,0.0,0.4867522560,0.7566238720
0.730,0.0,0.4819089901,0.7590455050
0.740,0.0,0.4771139155,0.7614430422
0.750,0.0,0.4723665527,0.7638167236
0.760,0.0,0.4676664270,0.7661667865
0.770,0.0,0.4630130683,0.7684934658
0.780,0.0,0.4584060113,0.7707969943
0.790,0.0,0.4538447953,0.7730776024
0.800,0.0,0.4493289641,0.7753355179
0.810,0.0,0.4448580662,0.7775709669
0.820,0.0,0.4404316545,0.7797841727
0.830,0.0,0.4360492863,0.7819753568
0.840,0.0,0.4317105234,0.7841447383
0.850,0.0,0.4274149319,0.7862925340
0.860,0.0,0.4231620823,0.7884189588
0.870,0.0,0.4189515492,0.7905242254
0.880,0.0,0.4147829117,0.7926085442
0.890,0.0,0.4106557528,0.7946721236
0.900,0.0,0.4065696597,0.7967151701
0.910,0.0,0.4025242240,0.7987378880
0.920,0.0,0.3985190411,0.8007404795
0.930,0.0,0.3945537104,0.8027231448
0.940,0.0,0.3906278354,0.8046860823
0.950,0.0,0.3867410235,0.8066294883
0.960,0.0,0.3828928860,0.8085535570
0.970,0.0,0.3790830381,0.8104584809
0.980,0.0,0.3753110989,0.8123444506
0.990,0.0,0.3715766910,0.8142116545
1.000,0.0,0.3678794412,0.8160602794
1.010,0.0,0.3642189796,0.8178905102
1.020,0.0,0.3605949402,0.8197025299
1.030,0.0,0.3570069606,0.8214965197
1.040,0.0,0.3534546820,0.8232726590
1.050,0.0,0.3499377491,0.8250311254
1.060,0.0,0.3464558103,0.8267720948
1.070,0.0,0.3430085174,0.8284957413
1.080,0.0,0.3395955256,0.8302022372
1.090,0.0,0.3362164937,0.8318917531
1.100,0.0,0.3328710837,0.8335644582
1.110,0.0,0.3295589611,0.8352205195
1.120,0.0,0.3262797946,0.8368601027
1.130,0.0,0.3230332564,0.8384833718
1.140,0.0,0.3198190218,0.8400904891
1.150,0.0,0.3166367694,0.8416816153
1.160,0.0,0.3134861809,0.8432569096
1.170,0.0,0.3103669413,0.8448165294
1.180,0.0,0.3072787386,0.8463606307
1.190,0.0,0.3042212641,0.8478893680
1.200,0.0,0.3011942119,0.8494028940
1.210,0.0,0.2981972794,0.8509013603
1.220,0.0,0.2952301669,0.8523849165
1.230,0.0,0.2922925777,0.8538537112
1.240,0.0,0.2893842179,0.8553078910
1.250,0.0,0.2865047969,0.8567476016
1.260,0.0,0.2836540265,0.8581729868
1.270,0.0,0.2808316218,0.8595841891
1.280,0.0,0.2780373005,0.8609813498
1.290,0.0,0.2752707831,0.8623646085
1.300,0.0,0.2725317930,0.8637341035
1.310,0.0,0.2698200564,0.8650899718
1.320,0.0,0.2671353020,0.8664323490
1.330,0.0,0.2644772613,0.8677613694
1.340,0.0,0.2618456686,0.8690771657
1.350,0.0,0.2592402606,0.8703798697
1.360,0.0,0.2566607770,0.8716696115
1.370,0.0,0.2541069596,0.8729465202
1.380,0.0,0.2515785531,0.8742107235
1.390,0.0,0.2490753046,0.8754623477
1.400,0.0,0.2465969639,0.8767015180
1.410,0.0,0.2441432832,0.8779283584
1.420,0.0,0.2417140169,0.8791429916
1.430,0.0,0.2393089222,0.8803455389
1.440,0.0,0.2369277587,0.8815361207
1.450,0.0,0.2345702881,0.8827148560
1.460,0.0,0.2322362747,0.8838818626
1.470,0.0,0.2299254852,0.8850372574
1.480,0.0,0.2276376884,0.8861811558
1.490,0.0,0.2253726555,0.8873136722
1.500,0.0,0.2231301601,0.8884349199
1.510,0.0,0.2209099780,0.8895450110
1.520,0.0,0.2187118870,0.8906440565
1.530,0.0,0.2165356673,0.8917321663
1.540,0.0,0.2143811014,0.8928094493
1.550,0.0,0.2122479738,0.8938760131
1.560,0.0,0.2101360712,0.8949319644
1.570,0.0,0.2080451824,0.8959774088
1.580,0.0,0.2059750982,0.8970124509
1.590,0.0,0.2039256117,0.8980371941
1.600,0.0,0.2018965180,0.8990517410
1.610,0.0,0.1998876141,0.9000561930
1.620,0.0,0.1978986991,0.9010506505
1.630,0.0,0.1959295741,0.9020352129
1.640,0.0,0.1939800423,0.9030099789
1.650,0.0,0.1920499086,0.9039750457
1.660,0.0,0.1901389801,0.9049305099
1.670,0.0,0.1882470656,0.9058764672
1.680,0.0,0.1863739760,0.9068130120
1.690,0.0,0.1845195240,0.9077402380
1.700,0.0,0.1826835241,0.9086582380
1.710,0.0,0.1808657926,0.9095671037
1.720,0.0,0.1790661479,0.9104669260
1.730,0.0,0.1772844100,0.9113577950
1.740,0.0,0.1755204006,0.9122397997
1.750,0.0,0.1737739435,0.9131130283
1.760,0.0,0.1720448638,0.9139775681
1.770,0.0,0.1703329888,0.9148335056
1.780,0.0,0.1686381473,0.9156809264
1.790,0.0,0.1669601697,0.9165199152
1.800,0.0,0.1652988882,0.9173505559
1.810,0.0,0.1636541368,0.9181729316
1.820,0.0,0.1620257509,0.9189871245
1.830,0.0,0.1604135678,0.9197932161
1.840,0.0,0.1588174261,0.9205912869
1.850,0.0,0.1572371663,0.9213814168
1.860,0.0,0.1556726304,0.9221636848
1.870,0.0,0.1541236618,0.9229381691
1.880,0.0,0.1525901058,0.9237049471
