# Source Data for Fig. 7b: sequential leakage model, k1 = k2 = k = 1
# Recomputed from the closed forms in the paper, not from the co-author's code.
# Input state alpha = sqrt(0.6), beta = sqrt(0.4).
time,gamma,expected_holevo_bits,eve_fidelity
1.000,0.0,0.7250722033,0.6689085029
1.010,0.0,0.7213940006,0.6707460425
1.020,0.0,0.7177172091,0.6725797943
1.030,0.0,0.7140421648,0.6744096520
1.040,0.0,0.7103691969,0.6762355113
1.050,0.0,0.7066986279,0.6780572708
1.060,0.0,0.7030307738,0.6798748313
1.070,0.0,0.6993659440,0.6816880958
1.080,0.0,0.6957044413,0.6834969701
1.090,0.0,0.6920465625,0.6853013619
1.100,0.0,0.6883925980,0.6871011813
1.110,0.0,0.6847428318,0.6888963407
1.120,0.0,0.6810975424,0.6906867547
1.130,0.0,0.6774570020,0.6924723399
1.140,0.0,0.6738214769,0.6942530151
1.150,0.0,0.6701912278,0.6960287014
1.160,0.0,0.6665665096,0.6977993216
1.170,0.0,0.6629475716,0.6995648009
1.180,0.0,0.6593346578,0.7013250661
1.190,0.0,0.6557280065,0.7030800463
1.200,0.0,0.6521278508,0.7048296723
1.210,0.0,0.6485344186,0.7065738770
1.220,0.0,0.6449479323,0.7083125951
1.230,0.0,0.6413686097,0.7100457629
1.240,0.0,0.6377966632,0.7117733189
1.250,0.0,0.6342323004,0.7134952031
1.260,0.0,0.6306757240,0.7152113574
1.270,0.0,0.6271271320,0.7169217252
1.280,0.0,0.6235867176,0.7186262519
1.290,0.0,0.6200546694,0.7203248844
1.300,0.0,0.6165311714,0.7220175711
1.310,0.0,0.6130164032,0.7237042623
1.320,0.0,0.6095105399,0.7253849096
1.330,0.0,0.6060137522,0.7270594663
1.340,0.0,0.6025262067,0.7287278874
1.350,0.0,0.5990480656,0.7303901289
1.360,0.0,0.5955794871,0.7320461489
1.370,0.0,0.5921206253,0.7336959064
1.380,0.0,0.5886716301,0.7353393622
1.390,0.0,0.5852326476,0.7369764783
1.400,0.0,0.5818038202,0.7386072182
1.410,0.0,0.5783852861,0.7402315467
1.420,0.0,0.5749771800,0.7418494300
1.430,0.0,0.5715796329,0.7434608354
1.440,0.0,0.5681927720,0.7450657317
1.450,0.0,0.5648167211,0.7466640889
1.460,0.0,0.5614516003,0.7482558782
1.470,0.0,0.5580975264,0.7498410721
1.480,0.0,0.5547546127,0.7514196443
1.490,0.0,0.5514229692,0.7529915695
1.500,0.0,0.5481027026,0.7545568238
1.510,0.0,0.5447939163,0.7561153843
1.520,0.0,0.5414967107,0.7576672293
1.530,0.0,0.5382111827,0.7592123379
1.540,0.0,0.5349374265,0.7607506908
1.550,0.0,0.5316755332,0.7622822693
1.560,0.0,0.5284255907,0.7638070560
1.570,0.0,0.5251876841,0.7653250343
1.580,0.0,0.5219618958,0.7668361888
1.590,0.0,0.5187483051,0.7683405051
1.600,0.0,0.5155469887,0.7698379695
1.610,0.0,0.5123580204,0.7713285695
1.620,0.0,0.5091814715,0.7728122935
1.630,0.0,0.5060174106,0.7742891306
1.640,0.0,0.5028659036,0.7757590711
1.650,0.0,0.4997270140,0.7772221060
1.660,0.0,0.4966008027,0.7786782272
1.670,0.0,0.4934873281,0.7801274273
1.680,0.0,0.4903866464,0.7815697001
1.690,0.0,0.4872988111,0.7830050398
1.700,0.0,0.4842238737,0.7844334416
1.710,0.0,0.4811618832,0.7858549015
1.720,0.0,0.4781128863,0.7872694163
1.730,0.0,0.4750769276,0.7886769833
1.740,0.0,0.4720540496,0.7900776009
1.750,0.0,0.4690442924,0.7914712679
1.760,0.0,0.4660476944,0.7928579840
1.770,0.0,0.4630642915,0.7942377495
1.780,0.0,0.4600941179,0.7956105655
1.790,0.0,0.4571372057,0.7969764337
1.800,0.0,0.4541935850,0.7983353564
1.810,0.0,0.4512632842,0.7996873366
1.820,0.0,0.4483463295,0.8010323779
1.830,0.0,0.4454427454,0.8023704845
1.840,0.0,0.4425525548,0.8037016613
1.850,0.0,0.4396757785,0.8050259138
1.860,0.0,0.4368124357,0.8063432478
1.870,0.0,0.4339625440,0.8076536701
1.880,0.0,0.4311261191,0.8089571876
1.890,0.0,0.4283031751,0.8102538081
1.900,0.0,0.4254937247,0.8115435398
1.910,0.0,0.4226977788,0.8128263913
1.920,0.0,0.4199153468,0.8141023720
1.930,0.0,0.4171464366,0.8153714915
1.940,0.0,0.4143910546,0.8166337601
1.950,0.0,0.4116492056,0.8178891884
1.960,0.0,0.4089208933,0.8191377875
1.970,0.0,0.4062061196,0.8203795692
1.980,0.0,0.4035048852,0.8216145454
1.990,0.0,0.4008171896,0.8228427286
2.000,0.0,0.3981430307,0.8240641318
2.010,0.0,0.3954824051,0.8252787682
2.020,0.0,0.3928353085,0.8264866517
2.030,0.0,0.3902017349,0.8276877963
2.040,0.0,0.3875816773,0.8288822165
2.050,0.0,0.3849751275,0.8300699273
2.060,0.0,0.3823820760,0.8312509439
2.070,0.0,0.3798025124,0.8324252819
2.080,0.0,0.3772364249,0.8335929574
2.090,0.0,0.3746838007,0.8347539865
2.100,0.0,0.3721446260,0.8359083861
2.110,0.0,0.3696188859,0.8370561731
2.120,0.0,0.3671065644,0.8381973648
2.130,0.0,0.3646076444,0.8393319787
2.140,0.0,0.3621221081,0.8404600329
2.150,0.0,0.3596499366,0.8415815454
2.160,0.0,0.3571911099,0.8426965349
2.170,0.0,0.3547456072,0.8438050201
2.180,0.0,0.3523134068,0.8449070200
2.190,0.0,0.3498944862,0.8460025539
2.200,0.0,0.3474888218,0.8470916415
2.210,0.0,0.3450963894,0.8481743025
2.220,0.0,0.3427171637,0.8492505570
2.230,0.0,0.3403511189,0.8503204253
2.240,0.0,0.3379982281,0.8513839279
2.250,0.0,0.3356584640,0.8524410856
2.260,0.0,0.3333317981,0.8534919194
2.270,0.0,0.3310182015,0.8545364504
2.280,0.0,0.3287176445,0.8555747001
2.290,0.0,0.3264300966,0.8566066900
2.300,0.0,0.3241555267,0.8576324419
2.310,0.0,0.3218939031,0.8586519778
2.320,0.0,0.3196451932,0.8596653198
2.330,0.0,0.3174093640,0.8606724902
2.340,0.0,0.3151863818,0.8616735115
2.350,0.0,0.3129762124,0.8626684064
2.360,0.0,0.3107788207,0.8636571977
2.370,0.0,0.3085941715,0.8646399083
2.380,0.0,0.3064222285,0.8656165615
2.390,0.0,0.3042629554,0.8665871803
2.400,0.0,0.3021163149,0.8675517882
2.410,0.0,0.2999822695,0.8685104087
2.420,0.0,0.2978607810,0.8694630656
2.430,0.0,0.2957518109,0.8704097824
2.440,0.0,0.2936553200,0.8713505832
2.450,0.0,0.2915712688,0.8722854920
2.460,0.0,0.2894996174,0.8732145328
2.470,0.0,0.2874403253,0.8741377298
2.480,0.0,0.2853933516,0.8750551074
2.490,0.0,0.2833586551,0.8759666900
2.500,0.0,0.2813361941,0.8768725021
2.510,0.0,0.2793259267,0.8777725682
2.520,0.0,0.2773278103,0.8786669130
2.530,0.0,0.2753418022,0.8795555613
2.540,0.0,0.2733678593,0.8804385379
2.550,0.0,0.2714059381,0.8813158677
2.560,0.0,0.2694559947,0.8821875756
2.570,0.0,0.2675179851,0.8830536866
2.580,0.0,0.2655918648,0.8839142258
2.590,0.0,0.2636775891,0.8847692184
2.600,0.0,0.2617751130,0.8856186895
2.610,0.0,0.2598843912,0.8864626644
2.620,0.0,0.2580053781,0.8873011683
2.630,0.0,0.2561380280,0.8881342266
2.640,0.0,0.2542822947,0.8889618646
2.650,0.0,0.2524381320,0.8897841076
2.660,0.0,0.2506054933,0.8906009812
2.670,0.0,0.2487843318,0.8914125107
2.680,0.0,0.2469746007,0.8922187217
2.690,0.0,0.2451762528,0.8930196396
2.700,0.0,0.2433892406,0.8938152899
2.710,0.0,0.2416135167,0.8946056982
2.720,0.0,0.2398490334,0.8953908900
2.730,0.0,0.2380957427,0.8961708908
2.740,0.0,0.2363535967,0.8969457264
2.750,0.0,0.2346225470,0.8977154221
2.760,0.0,0.2329025455,0.8984800036
2.770,0.0,0.2311935435,0.8992394964
2.780,0.0,0.2294954926,0.8999939261
2.790,0.0,0.2278083439,0.9007433183
2.800,0.0,0.2261320487,0.9014876985
2.810,0.0,0.2244665580,0.9022270924
2.820,0.0,0.2228118226,0.9029615253
2.830,0.0,0.2211677936,0.9036910228
2.840,0.0,0.2195344216,0.9044156105
2.850,0.0,0.2179116574,0.9051353138
2.860,0.0,0.2162994516,0.9058501581
2.870,0.0,0.2146977546,0.9065601690
2.880,0.0,0.2131065171,0.9072653718
2.890,0.0,0.2115256894,0.9079657919
2.900,0.0,0.2099552219,0.9086614547
2.910,0.0,0.2083950650,0.9093523855
2.920,0.0,0.2068451689,0.9100386096
2.930,0.0,0.2053054839,0.9107201522
2.940,0.0,0.2037759603,0.9113970386
2.950,0.0,0.2022565483,0.9120692940
2.960,0.0,0.2007471981,0.9127369435
2.970,0.0,0.1992478599,0.9134000122
2.980,0.0,0.1977584839,0.9140585251
2.990,0.0,0.1962790203,0.9147125073
3.000,0.0,0.1948094193,0.9153619838
3.010,0.0,0.1933496310,0.9160069794
3.020,0.0,0.1918996057,0.9166475190
